CustomerID,Gender,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_00174,Female,0,No,No,47,Yes,Yes,No,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),68.17,3186.38,1
CUST_00175,Female,0,Yes,Yes,20,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,55.8,1149.3,1
CUST_00176,Male,0,No,Yes,52,Yes,No,No,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.66,3559.24,1
CUST_00177,Female,0,No,Yes,67,Yes,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.3,6686.52,1
CUST_00178,Male,0,No,No,13,Yes,Yes,DSL,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),41.39,485.69,1
CUST_00179,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.8,3924.38,1
CUST_00180,Female,0,No,Yes,50,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.33,4926.59,1
CUST_00181,Female,1,No,No,2,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,78.11,111.52,1
CUST_00182,Male,0,No,No,13,Yes,No,No,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),51.53,633.47,1
CUST_00183,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),113.65,3332.48,1
CUST_00184,Female,0,Yes,No,10,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,One year,Yes,Mailed check,56.39,586.66,1
CUST_00185,Male,0,Yes,No,26,Yes,No,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,24.99,735.75,1
CUST_00186,Male,1,Yes,No,11,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,33.61,347.24,1
CUST_00187,Male,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,109.16,7032.78,1
CUST_00188,Male,0,No,Yes,43,Yes,No,No,Yes,No,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),35.0,1522.27,0
CUST_00189,Male,1,Yes,No,24,Yes,No,DSL,No internet service,No,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,64.74,1534.29,1
CUST_00190,Male,1,Yes,No,56,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No internet service,One year,Yes,Credit card (automatic),89.2,4990.07,1
CUST_00191,Female,0,Yes,No,2,No,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,77.36,135.08,0
CUST_00192,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),85.34,3678.68,0
CUST_00193,Female,0,Yes,No,49,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,54.88,2723.65,1
CUST_00194,Male,0,No,No,58,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),86.22,4987.86,1
CUST_00195,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),20.91,364.25,1
CUST_00196,Male,0,No,Yes,42,Yes,No phone service,Fiber optic,No internet service,No,No,No,No internet service,No internet service,One year,No,Electronic check,46.33,1990.35,1
CUST_00197,Male,1,Yes,No,55,Yes,Yes,No,No,No,No,No,Yes,No,Two year,Yes,Mailed check,32.36,1832.09,1
CUST_00198,Male,0,Yes,No,57,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Credit card (automatic),65.53,3694.16,1
CUST_00199,Male,0,No,No,13,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,Yes,One year,No,Bank transfer (automatic),34.58,447.82,0
CUST_00200,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,74.74,5256.63,1
CUST_00201,Male,0,Yes,Yes,20,Yes,Yes,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.07,723.36,1
CUST_00202,Female,0,No,Yes,28,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,61.43,1674.2,1
CUST_00203,Male,1,No,No,14,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,One year,No,Electronic check,27.42,382.96,1
CUST_00204,Female,1,No,Yes,11,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,Yes,One year,No,Credit card (automatic),64.0,689.55,1
CUST_00205,Male,0,Yes,No,19,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.8,1909.17,1
CUST_00206,Male,0,No,No,10,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No,One year,Yes,Electronic check,51.69,500.4,1
CUST_00207,Female,0,No,No,53,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,90.63,4878.99,1
CUST_00208,Female,0,No,No,43,Yes,No,No,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,62.6,2675.64,1
CUST_00209,Male,1,Yes,No,28,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Two year,No,Credit card (automatic),43.42,1236.26,1
CUST_00210,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),50.35,1981.8,1
CUST_00211,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),50.26,2102.07,0
CUST_00212,Female,0,Yes,No,14,Yes,No,DSL,No,No,No internet service,No internet service,Yes,Yes,One year,No,Electronic check,94.24,1370.67,1
CUST_00213,Female,0,No,No,22,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,40.09,903.88,1
CUST_00214,Male,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,117.78,7425.63,1
CUST_00215,Female,0,Yes,No,1,Yes,No,DSL,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,88.75,125.76,1
CUST_00216,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,60.12,4086.49,1
CUST_00217,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,No,Electronic check,119.8,8297.07,1
CUST_00218,Male,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),41.62,683.49,1
CUST_00219,Male,0,Yes,No,23,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.29,2243.28,1
CUST_00220,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No internet service,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),47.09,712.78,1
CUST_00221,Male,1,No,No,40,Yes,No,DSL,No,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,74.36,2981.37,1
CUST_00222,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),25.44,377.56,1
CUST_00223,Female,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,One year,No,Mailed check,104.65,5957.39,1
CUST_00224,Male,0,Yes,No,28,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,Yes,Electronic check,56.62,1576.68,1
CUST_00225,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),78.45,5373.18,1
CUST_00226,Male,0,Yes,Yes,61,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),112.73,6889.07,1
CUST_00227,Female,0,Yes,No,29,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,23.02,722.64,1
CUST_00228,Female,1,Yes,No,43,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),116.8,4972.65,1
CUST_00229,Female,0,Yes,Yes,2,Yes,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,72.52,162.2,1
CUST_00230,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),98.07,475.63,1
CUST_00231,Male,0,Yes,No,36,Yes,No phone service,Fiber optic,No,Yes,Yes,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),67.3,2404.04,0
CUST_00232,Female,0,Yes,No,34,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),101.59,3456.68,1
CUST_00233,Male,0,No,No,29,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,108.06,3136.89,1
CUST_00234,Female,0,Yes,No,7,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,58.17,413.65,1
CUST_00235,Male,0,Yes,No,60,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,92.26,5496.02,1
CUST_00236,Female,0,Yes,No,29,Yes,No phone service,No,No internet service,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),119.86,3514.09,0
CUST_00237,Female,1,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),95.71,3256.98,1
CUST_00238,Male,0,Yes,No,29,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),115.69,3375.79,1
CUST_00239,Male,1,No,Yes,36,Yes,No,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),93.66,3414.27,1
CUST_00240,Female,0,No,No,47,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),52.99,2423.29,1
CUST_00241,Male,0,No,Yes,55,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.72,5671.67,0
CUST_00242,Female,1,Yes,No,40,Yes,No,No,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,86.63,3459.45,1
CUST_00243,Male,0,Yes,No,12,Yes,No,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,23.31,315.38,0
CUST_00244,Female,0,Yes,Yes,63,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,37.24,2318.07,1
CUST_00245,Female,0,Yes,No,21,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Mailed check,46.13,1001.47,1
CUST_00246,Male,0,Yes,Yes,2,Yes,No,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,94.36,151.79,1
CUST_00247,Female,1,Yes,No,3,Yes,No phone service,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.71,313.21,1
CUST_00248,Male,0,Yes,No,55,Yes,No,DSL,No,No,No,No internet service,Yes,No,One year,No,Credit card (automatic),102.69,5657.9,1
CUST_00249,Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),26.72,742.72,1
CUST_00250,Male,0,Yes,No,2,Yes,No,DSL,No,No,Yes,No internet service,No internet service,No,Two year,No,Credit card (automatic),27.22,18.32,1
CUST_00251,Male,0,No,No,58,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.94,2883.62,1
CUST_00252,Male,1,Yes,No,22,No,No,DSL,No,No internet service,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),88.12,1970.94,1
CUST_00253,Male,0,No,No,70,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,104.22,7347.47,1
CUST_00254,Male,0,Yes,No,63,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),106.94,6805.62,1
CUST_00255,Female,0,No,No,4,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,40.75,181.44,1
CUST_00256,Male,0,Yes,Yes,50,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),96.74,4845.8,0
CUST_00257,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No internet service,One year,Yes,Electronic check,84.08,3631.15,1
CUST_00258,Male,0,Yes,Yes,13,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,112.67,1532.21,1
CUST_00259,Male,0,Yes,No,25,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,97.29,2450.47,1
CUST_00260,Female,0,No,No,35,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),72.86,2553.15,0
CUST_00261,Female,0,Yes,No,11,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.32,1071.88,1
CUST_00262,Male,0,Yes,Yes,52,No,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,50.83,2637.57,1
CUST_00263,Male,0,No,Yes,20,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,98.61,1985.72,1
CUST_00264,Female,0,Yes,No,67,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),98.12,6547.74,1
CUST_00265,Female,1,No,Yes,57,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,105.52,5992.71,1
CUST_00266,Female,0,No,No,46,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),44.24,2032.81,1
CUST_00267,Male,0,Yes,No,9,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.9,928.28,1
CUST_00268,Male,1,Yes,No,2,Yes,No,DSL,No,No internet service,No internet service,No,No,No internet service,Two year,Yes,Bank transfer (automatic),36.91,94.7,1
CUST_00269,Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,No,Electronic check,97.19,1092.68,1
CUST_00270,Female,0,No,Yes,36,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.99,4076.83,1
CUST_00271,Male,0,Yes,No,56,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),23.58,1337.63,1
CUST_00272,Male,0,Yes,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,82.6,912.72,1
CUST_00273,Male,1,Yes,Yes,51,Yes,Yes,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),85.96,4251.23,1
CUST_00274,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,101.51,375.38,1
CUST_00275,Male,0,No,No,19,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),30.28,600.08,1
CUST_00276,Male,0,No,No,43,Yes,No,No,Yes,Yes,No,No,No internet service,No,One year,Yes,Electronic check,110.94,4741.06,1
CUST_00277,Male,0,No,Yes,59,Yes,No,DSL,No,No,No,No internet service,No internet service,No,One year,Yes,Electronic check,119.38,7073.36,1
CUST_00278,Female,0,No,Yes,56,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,87.21,4915.67,1
CUST_00279,Male,0,Yes,No,38,Yes,Yes,No,Yes,Yes,Yes,No internet service,Yes,No,Two year,Yes,Credit card (automatic),62.99,2384.33,1
CUST_00280,Male,0,No,Yes,3,No,Yes,No,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Mailed check,83.5,229.83,1
CUST_00281,Male,0,Yes,Yes,21,Yes,No,No,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,25.47,535.21,0
CUST_00282,Male,0,Yes,No,56,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,95.3,5335.26,1
CUST_00283,Female,0,No,No,6,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,No internet service,One year,No,Credit card (automatic),27.0,183.95,0
CUST_00284,Male,0,No,Yes,51,No,Yes,No,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,52.26,2583.32,0
CUST_00285,Male,0,Yes,No,50,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),33.94,1671.31,1
CUST_00286,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.6,4964.97,1
CUST_00287,Male,0,Yes,Yes,16,Yes,Yes,No,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.44,1182.9,1
CUST_00288,Female,0,No,No,18,Yes,Yes,DSL,Yes,No internet service,No,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),89.92,1601.24,1
CUST_00289,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),26.46,344.41,1
CUST_00290,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,No internet service,No,Yes,Two year,Yes,Electronic check,57.04,1583.56,1
CUST_00291,Female,1,Yes,No,38,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,60.62,2286.48,1
CUST_00292,Male,0,No,Yes,9,Yes,No,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,No,Electronic check,80.24,738.03,1
CUST_00293,Female,0,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,30.23,1230.67,1
CUST_00294,Male,0,No,No,17,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.72,1381.04,1
CUST_00295,Female,0,Yes,Yes,40,Yes,No,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,59.47,2390.93,1
CUST_00296,Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),110.59,2517.68,1
CUST_00297,Female,0,Yes,Yes,68,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),64.98,4456.27,0
CUST_00298,Male,0,Yes,No,23,Yes,No,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,30.21,718.6,1
CUST_00299,Male,0,Yes,No,62,Yes,Yes,DSL,Yes,No internet service,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),30.34,1874.24,0
CUST_00300,Male,0,No,Yes,13,No,Yes,No,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),45.43,573.41,1
CUST_00301,Male,0,No,No,7,Yes,No phone service,DSL,No,No internet service,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),43.98,288.25,1
CUST_00302,Female,0,No,Yes,14,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,99.67,1403.8,1
CUST_00303,Male,0,No,No,30,Yes,No,No,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.24,2727.44,0
CUST_00304,Female,0,Yes,Yes,65,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No,One year,Yes,Electronic check,27.67,1806.26,1
CUST_00305,Female,0,No,Yes,13,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.14,1343.59,1
CUST_00306,Male,0,No,No,56,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),29.61,1598.15,0
CUST_00307,Male,1,Yes,No,50,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,98.56,4904.28,1
CUST_00308,Female,0,No,Yes,25,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,No internet service,One year,Yes,Electronic check,31.16,822.79,1
CUST_00309,Male,0,Yes,No,24,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.64,1388.2,1
CUST_00310,Male,1,No,Yes,68,Yes,No,DSL,No internet service,Yes,No,No internet service,No,Yes,One year,No,Electronic check,95.09,6341.78,1
CUST_00311,Female,1,No,No,51,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,45.36,2289.78,1
CUST_00312,Female,0,No,No,17,Yes,Yes,No,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,31.33,564.22,1
CUST_00313,Male,1,Yes,Yes,65,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.72,6406.36,1
CUST_00314,Male,1,No,No,29,No,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.1,2602.23,1
CUST_00315,Male,0,Yes,No,6,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.13,640.94,1
